,Movie,Director,Running time,Actor 1,Genre,Budget,Box Office,Earnings,Oscar and Golden Globes awards,Release year,IMDb score
241,Eragon,Stefen Fangmeier,104,Djimon Hounsou,Action,100000000,249000000,149000000,0.0,2006,5.1
242,Escape from Planet Earth,Cal Brunker,89,Brendan Fraser,Animation,40000000,120000000,80000000,0.0,2013,5.9
243,Escape Plan,Mikael Håfström,115,Sylvester Stallone,Action,50000000,138000000,88000000,0.0,2013,6.7
244,Escobar: Paradise Lost,Andrea Di Stefano,120,Josh Hutcherson,Crime,17000000,4000000,-13000000,0.0,2014,6.6
245,Everest,Baltasar Kormákur,121,Michael Kelly,Biography,55000000,207000000,152000000,0.0,2015,7.1
246,Evil Dead,Fede Alvarez,96,Lou Taylor Pucci,Horror,17000000,97000000,80000000,0.0,2013,6.5
247,Exiled,Johnnie To,110,Simon Yam,Action,35000000,13000000,-22000000,0.0,2006,7.3
248,Exit Wounds,Andrzej Bartkowiak,101,Michael Jai White,Action,33000000,19000000,-14000000,0.0,2001,5.5
249,Exorcist: The Beginning,Renny Harlin,125,James D'Arcy,Horror,50000000,78000000,28000000,0.0,2004,5.1
250,Extraordinary Measures,Tom Vaughan,106,Harrison Ford,Drama,31000000,12000000,-19000000,0.0,2010,6.5
251,Extreme Ops,Christian Duguay,93,Rufus Sewell,Action,40000000,28100000,-11900000,0.0,2002,4.5
252,Eye See You,Jim Gillespie,96,Sylvester Stallone,Crime,55000000,17300000,-37700000,0.0,2002,5.3
253,Facing the Giants,Alex Kendrick,111,Alex Kendrick,Drama,100000,10000000,9900000,0.0,2006,6.7
254,Failure to Launch,Tom Dey,95,Bradley Cooper,Comedy,50000000,128000000,78000000,0.0,2006,5.6
255,Fair Game,Doug Liman,108,Naomi Watts,Biography,22000000,24800000,2800000,0.0,2010,6.8
256,Falcon Rising,Ernie Barbarash,103,Michael Jai White,Action,4500000,8000000,3500000,0.0,2014,5.8
257,Fantastic 4: Rise of the Silver Surfer,Tim Story,92,Chris Evans,Action,130000000,290000000,160000000,0.0,2007,5.6
258,Fantastic Four,Josh Trank,100,Tim Blake Nelson,Action,120000000,167000000,47000000,0.0,2015,4.3
259,Fantastic Four,Josh Trank,100,Tim Blake Nelson,Action,120000000,167000000,47000000,0.0,2015,4.3
260,Fast Five,Justin Lin,132,Paul Walker,Action,125000000,626000000,501000000,0.0,2011,7.3
261,Fat Albert,Joel Zwick,93,Dania Ramirez,Comedy,26000000,48000000,22000000,0.0,2004,4.3
262,Femme Fatale,Brian De Palma,114,Peter Coyote,Crime,35000000,18000000,-17000000,0.0,2002,6.3
263,Fever Pitch,Bobby Farrelly,104,Jimmy Fallon,Comedy,30000000,120000000,90000000,0.0,2005,6.2
264,Final Destination 5,Steven Quale,92,Emma Bell,Horror,40000000,160000000,120000000,0.0,2011,5.9
265,Final Fantasy: The Spirits Within,Hironobu Sakaguchi,106,Steve Buscemi,Action,137000000,85300000,-51700000,0.0,2001,6.4
266,Fireproof,Alex Kendrick,122,Kirk Cameron,Drama,500000,33000000,32500000,0.0,2008,6.5
267,Firewall,Richard Loncraine,105,Jimmy Bennett,Crime,50000000,82700000,32700000,0.0,2006,5.8
268,Flight of the Phoenix,John Moore,113,Dennis Quaid,Action,45000000,34000000,-11000000,0.0,2004,6.1
269,Flightplan,Robert Schwentke,98,Erika Christensen,Drama,55000000,223000000,168000000,0.0,2005,6.2
270,Flushed Away,David Bowers,85,Hugh Jackman,Animation,149000000,178000000,29000000,0.0,2006,6.7
271,Flyboys,Tony Bill,140,James Franco,Action,60000000,23000000,-37000000,0.0,2006,6.6
272,Focus,Glenn Ficarra,105,Will Smith,Comedy,50100000,56000000,5900000,0.0,2015,6.6
273,Foodfight!,Lawrence Kasanoff,91,Jerry Stiller,Animation,65000000,73000,-64927000,0.0,2012,1.7
274,Fool's Gold,Andy Tennant,112,Matthew McConaughey,Action,70000000,111000000,41000000,0.0,2008,5.6
275,Forget Me Not,Tyler Oliver,103,Bella Thorne,Horror,1300000,6000000,4700000,0.0,2009,5.2
276,Forgetting Sarah Marshall,Nicholas Stoller,118,Mila Kunis,Comedy,30000000,105000000,75000000,0.0,2008,7.2
277,Four Brothers,John Singleton,109,Josh Charles,Action,45000000,73700000,28700000,0.0,2005,6.9
278,Four Christmases,Seth Gordon,88,Jon Favreau,Comedy,80000000,163000000,83000000,0.0,2008,5.6
279,Free Birds,Jimmy Hayward,91,Amy Poehler,Animation,55000000,110000000,55000000,0.0,2013,5.9
280,Free State of Jones,Gary Ross,139,Matthew McConaughey,Action,50000000,25900000,-24100000,0.0,2016,6.7
281,From Hell,Albert Hughes,122,Johnny Depp,Horror,35000000,74500000,39500000,0.0,2001,6.8
282,From Paris with Love,Pierre Morel,92,Kasia Smutniak,Action,52000000,52800000,800000,0.0,2010,6.5
283,Fun with Dick and Jane,Dean Parisot,90,John Michael Higgins,Comedy,100000000,202000000,102000000,0.0,2005,6.1
284,Funny People,Judd Apatow,153,Adam Sandler,Comedy,75000000,71000000,-4000000,0.0,2009,6.4
285,Furry Vengeance,Roger Kumble,92,Brendan Fraser,Comedy,35000000,37000000,2000000,0.0,2010,3.8
286,G.I. Joe: Retaliation,Jon M. Chu,122,Channing Tatum,Action,130000000,375000000,245000000,0.0,2013,5.8
287,G.I. Joe: The Rise of Cobra,Stephen Sommers,118,Joseph Gordon-Levitt,Action,175000000,302000000,127000000,0.0,2009,5.8
288,Gamer,Mark Neveldine,95,Gerard Butler,Sci-Fi,50000000,42400000,-7600000,0.0,2009,5.8
289,Gangster Squad,Ruben Fleischer,113,Ryan Gosling,Action,60000000,105000000,45000000,0.0,2013,6.7
290,Garfield,Peter Hewitt,80,Bill Murray,Animation,35000000,203000000,168000000,0.0,2004,5.0
291,Get Carter,Stephen Kay,102,Sylvester Stallone,Action,40000000,19400000,-20600000,0.0,2000,5.1
292,Get Hard,Etan Cohen,107,Will Ferrell,Comedy,40000000,112000000,72000000,0.0,2015,6.0
293,Get on Up,Tate Taylor,139,Tika Sumpter,Biography,30000000,33000000,3000000,0.0,2014,6.9
294,Get Over It,Tommy O'Haver,87,Mila Kunis,Comedy,22000000,13000000,-9000000,0.0,2001,5.8
295,Get Rich or Die Tryin',Jim Sheridan,117,50 Cent,Biography,40000000,46000000,6000000,0.0,2005,5.0
296,Get Smart,Peter Segal,110,Bill Murray,Action,80000000,230000000,150000000,0.0,2008,6.5
297,G-Force,Hoyt Yeatman,88,Kelli Garner,Action,150000000,292000000,142000000,0.0,2009,5.1
298,Ghost Rider,Mark Steven Johnson,123,Nicolas Cage,Action,110000000,228000000,118000000,0.0,2007,5.2
299,Ghost Rider: Spirit of Vengeance,Mark Neveldine,96,Nicolas Cage,Action,57000000,132000000,75000000,0.0,2011,4.3
300,Ghost Ship,Steve Beck,91,Isaiah Washington,Horror,35000000,30000000,-5000000,0.0,2002,5.5
301,Gigli,Martin Brest,121,Todd Giebenhain,Comedy,54000000,7560000,-46440000,0.0,2003,2.4
302,Gods and Generals,Ron Maxwell,280,Billy Campbell,Drama,56000000,12900000,-43100000,0.0,2003,6.3
303,Gods of Egypt,Alex Proyas,126,Gerard Butler,Action,140000000,150000000,10000000,0.0,2016,5.5
304,Going the Distance,Nanette Burstein,102,Rob Riggle,Comedy,32000000,20000000,-12000000,0.0,2010,6.3
305,Gone in Sixty Seconds,Dominic Sena,127,Nicolas Cage,Action,90000000,237000000,147000000,0.0,2000,6.5
306,Good,Vicente Amorim,92,Viggo Mortensen,Drama,15000000,3000000,-12000000,0.0,2008,6.2
307,Goosebumps,Rob Letterman,103,Odeya Rush,Adventure,58000000,158000000,100000000,0.0,2015,6.4
308,Goosebumps,Rob Letterman,103,Odeya Rush,Adventure,58000000,158000000,100000000,0.0,2015,6.4
309,Gothika,Mathieu Kassovitz,98,Robert Downey Jr.,Horror,40000000,68600000,28600000,0.0,2003,5.8
310,Green Lantern,Martin Campbell,123,Ryan Reynolds,Action,200000000,1140000000,940000000,0.0,2011,5.6
311,Green Zone,Paul Greengrass,115,Matt Damon,Action,100000000,94000000,-6000000,0.0,2010,6.9
312,Gridiron Gang,Phil Joanou,125,Dwayne Johnson,Crime,30000000,46000000,16000000,0.0,2006,6.9
313,Grindhouse,Robert Rodriguez,189,Quentin Tarantino,Action,53000000,25500000,-27500000,0.0,2007,7.6
314,Growing Up Smith,Frank Lotito,102,Brighton Sharbino,Comedy,2000000,5000000,3000000,0.0,2015,8.2
315,Grown Ups 2,Dennis Dugan,101,Steve Buscemi,Comedy,80000000,247000000,167000000,0.0,2013,5.4
316,Grown Ups,Dennis Dugan,102,Steve Buscemi,Comedy,80000000,271000000,191000000,0.0,2010,6.0
317,Grudge Match,Peter Segal,113,Robert De Niro,Comedy,40000000,42200000,2200000,0.0,2013,6.4
318,Gulliver's Travels,Rob Letterman,85,James Corden,Adventure,112000000,237000000,125000000,0.0,2010,4.9
319,Hall Pass,Bobby Farrelly,111,Jenna Fischer,Comedy,36000000,93000000,57000000,0.0,2011,5.9
320,Hamlet 2,Andrew Fleming,92,Steve Coogan,Comedy,9000000,5000000,-4000000,0.0,2008,6.4
321,Hancock,Peter Berg,102,Will Smith,Action,150000000,624000000,474000000,0.0,2008,6.4
322,Hanging Up,Diane Keaton,94,Adam Arkin,Comedy,60000000,39000000,-21000000,0.0,2000,4.7
323,Hannah Montana: The Movie,Peter Chelsom,102,Emily Osment,Comedy,30000000,155000000,125000000,0.0,2009,4.2
324,Hannibal Rising,Peter Webber,131,Li Gong,Crime,50000000,82500000,32500000,0.0,2007,6.2
325,Hansel & Gretel: Witch Hunters,Tommy Wirkola,98,Jeremy Renner,Action,50000000,226000000,176000000,0.0,2013,6.1
326,Happily N'Ever After,Paul Bolger,75,Sarah Michelle Gellar,Animation,47000000,38400000,-8600000,0.0,2006,4.5
327,Happy Feet 2,George Miller,100,Robin Williams,Animation,135000000,150000000,15000000,0.0,2011,5.9
328,Hart's War,Gregory Hoblit,125,Bruce Willis,Drama,60000000,33000000,-27000000,0.0,2002,6.3
329,Head of State,Chris Rock,95,Bernie Mac,Comedy,35200000,38000000,2800000,0.0,2003,5.4
330,Headhunters,Morten Tyldum,100,Aksel Hennie,Crime,30300000,9500000,-20800000,0.0,2011,7.6
331,Heartbreakers,David Mirkin,123,Sarah Silverman,Comedy,35000000,123000000,88000000,0.0,2001,6.2
332,Hellboy,Guillermo del Toro,132,James Babson,Action,66000000,99400000,33400000,0.0,2004,6.8
333,Herbie Fully Loaded,Angela Robinson,101,Scoot McNairy,Adventure,50000000,144000000,94000000,0.0,2005,4.7
334,Hercules,Brett Ratner,101,Dwayne Johnson,Action,100000000,244000000,144000000,0.0,2014,6.0
335,Hercules,Brett Ratner,101,Dwayne Johnson,Action,100000000,244000000,144000000,0.0,2014,6.0
336,Here Comes the Boom,Frank Coraci,105,Salma Hayek,Action,42000000,137000000,95000000,0.0,2012,6.5
337,He's Just Not That Into You,Ken Kwapis,129,Carmen Perez,Comedy,40000000,178000000,138000000,0.0,2009,6.4
338,High Crimes,Carl Franklin,115,Morgan Freeman,Crime,42000000,50000000,8000000,0.0,2002,6.3
339,High Tension,Alexandre Aja,89,Cécile De France,Horror,2200000,8000000,5800000,0.0,2003,6.8
340,Hitman,Xavier Gens,94,Henry Ian Cusick,Action,24000000,101000000,77000000,0.0,2007,6.3
341,Holes,Andrew Davis,117,Tim Blake Nelson,Adventure,20000000,71000000,51000000,0.0,2003,7.1
342,Hollywood Ending,Woody Allen,112,Woody Allen,Comedy,16000000,5000000,-11000000,0.0,2002,6.6
343,Hollywood Homicide,Ron Shelton,116,Harrison Ford,Action,75000000,51000000,-24000000,0.0,2003,5.3
344,Home on the Range,Will Finn,76,Steve Buscemi,Animation,110000000,103000000,-7000000,0.0,2004,5.4
345,Home,Tim Johnson,94,Jim Parsons,Animation,135000000,386000000,251000000,0.0,2015,6.7
346,Home,Tim Johnson,94,Jim Parsons,Animation,135000000,386000000,251000000,0.0,2015,6.7
347,Honey,Bille Woodruff,94,Christian Monzon,Drama,18000000,65000000,47000000,0.0,2003,5.3
348,Hop,Tim Hill,95,Gary Cole,Animation,63000000,108000000,45000000,0.0,2011,5.5
349,Hope Springs,David Frankel,100,Meryl Streep,Comedy,30000000,35000000,5000000,0.0,2012,6.3
350,Horrible Bosses 2,Sean Anders,116,Kevin Spacey,Comedy,42000000,130000000,88000000,0.0,2014,6.3
351,Hostage,Florent-Emilio Siri,113,Jimmy Bennett,Action,52000000,77600000,25600000,0.0,2005,6.6
352,Hot Pursuit,Anne Fletcher,87,Jim Gaffigan,Action,35000000,51000000,16000000,0.0,2015,5.1
353,Hot Tub Time Machine,Steve Pink,101,Charlie McDermott,Comedy,36000000,64000000,28000000,0.0,2010,6.4
354,Hotel for Dogs,Thor Freudenthal,100,Don Cheadle,Comedy,35000000,118000000,83000000,0.0,2009,5.4
355,Hotel Transylvania 2,Genndy Tartakovsky,89,Steve Buscemi,Animation,80000000,474000000,394000000,0.0,2015,6.7
356,House of Wax,Jaume Collet-Serra,108,Robert Ri'chard,Horror,30000000,68600000,38600000,0.0,2005,5.3
357,How Do You Know,James L. Brooks,121,Shelley Conn,Comedy,120000000,48600000,-71400000,0.0,2010,5.3
358,How to Be Single,Christian Ditter,110,Alison Brie,Comedy,38000000,112000000,74000000,0.0,2016,6.1
359,How to Lose a Guy in 10 Days,Donald Petrie,116,Matthew McConaughey,Comedy,50000000,177000000,127000000,0.0,2003,6.4
360,I Am Legend,Francis Lawrence,104,Will Smith,Thriller,150000000,250000000,100000000,0.0,2007,7.2
361,I Am Number Four,D.J. Caruso,109,Alex Pettyfer,Action,60000000,145000000,85000000,0.0,2011,6.1
362,I Can Do Bad All by Myself,Tyler Perry,113,Eric Mendenhall,Comedy,13000000,50000000,37000000,0.0,2009,4.1
363,I Come with the Rain,Tran Anh Hung,114,Takuya Kimura,Thriller,18000000,5000000,-13000000,0.0,2009,5.5
364,I Love You Man,John Hamburg,105,J.K. Simmons,Comedy,40000000,91000000,51000000,0.0,2009,7.1
365,I Spy,Betty Thomas,97,Gary Cole,Action,70000000,51000000,-19000000,0.0,2002,5.4
366,I Frankenstein,Stuart Beattie,92,Caitlin Stasey,Action,65000000,70000000,5000000,0.0,2014,5.1
367,Ice Age,Chris Wedge,103,Goran Visnjic,Animation,59000000,383000000,324000000,0.0,2002,7.6
368,Ice Age: The Meltdown,Carlos Saldanha,115,Denis Leary,Action,80000000,660000000,580000000,0.0,2006,6.9
369,Imagine That,Karey Kirkpatrick,107,Stephen Root,Comedy,55000000,22900000,-32100000,0.0,2009,5.6
370,Immortals,Tarsem Singh,110,Henry Cavill,Action,75000000,227000000,152000000,0.0,2011,6.1
371,Impostor,Gary Fleder,102,Gary Dourdan,Drama,40000000,5000000,-35000000,0.0,2001,6.2
372,In the Heart of the Sea,Ron Howard,122,Chris Hemsworth,Action,100000000,93500000,-6500000,0.0,2015,7.0
373,In the Land of Blood and Honey,Angelina Jolie,127,Jelena Jovanova,Drama,13000000,1000000,-12000000,0.0,2011,4.3
374,In the Name of the King: A Dungeon Siege Tale,Uwe Boll,156,Jason Statham,Action,60000000,16000000,-44000000,0.0,2007,3.8
375,In the Name of the King: The Last Job,Uwe Boll,86,Bashar Rahal,Action,3500000,5000000,1500000,0.0,2014,3.3
376,In Time,Andrew Niccol,109,Matt Bomer,Sci-Fi,40000000,112000000,72000000,0.0,2011,6.7
377,Independence Day: Resurgence,Roland Emmerich,120,Vivica A. Fox,Action,165000000,390000000,225000000,0.0,2016,5.5
378,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,122,Harrison Ford,Action,185000000,790000000,605000000,0.0,2008,6.2
379,Inkheart,Iain Softley,106,Brendan Fraser,Adventure,60000000,58000000,-2000000,0.0,2008,6.1
380,Inside Deep Throat,Fenton Bailey,89,Hugh M. Hefner,Documentary,2000000,5000000,3000000,0.0,2005,6.8
381,Inside Man,Spike Lee,129,Denzel Washington,Crime,45000000,186000000,141000000,0.0,2006,7.6
382,Insomnia,Christopher Nolan,118,Al Pacino,Drama,46000000,113000000,67000000,0.0,2002,7.2
383,Instructions Not Included,Eugenio Derbez,115,Eugenio Derbez,Comedy,5000000,100000000,95000000,0.0,2013,7.6
384,Insurgent,Robert Schwentke,119,Kate Winslet,Adventure,110000000,297000000,187000000,0.0,2015,6.3
385,Into the Blue,John Stockwell,110,Paul Walker,Action,50000000,44500000,-5500000,0.0,2005,5.8
386,Into the Storm,Steven Quale,89,Matt Walsh,Action,50000000,161000000,111000000,0.0,2014,5.8
387,Intolerable Cruelty,Joel Coen,100,Cedric the Entertainer,Comedy,60000000,39000000,-21000000,0.0,2003,6.3
388,Ip Man 3,Wilson Yip,105,Mike Tyson,Action,36000000,72000000,36000000,0.0,2015,7.2
389,Isn't She Great,Andrew Bergman,95,Stockard Channing,Biography,36000000,8500000,-27500000,0.0,2000,5.3
390,Jack and Jill,Dennis Dugan,91,Al Pacino,Comedy,79000000,150000000,71000000,0.0,2011,3.4
391,Jack Reacher,Christopher McQuarrie,130,Tom Cruise,Action,60000000,218000000,158000000,0.0,2012,7.0
392,Jack Reacher,Christopher McQuarrie,130,Tom Cruise,Action,60000000,218000000,158000000,0.0,2012,7.0
393,Jack Ryan: Shadow Recruit,Kenneth Branagh,105,Colm Feore,Action,60000000,135000000,75000000,0.0,2014,6.2
394,Jack the Giant Slayer,Bryan Singer,114,Eddie Marsan,Adventure,195000000,195000000,0,0.0,2013,6.3
395,Jarhead,Sam Mendes,125,Jake Gyllenhaal,Action,70000000,97200000,27200000,0.0,2005,7.1
396,Jason Bourne,Paul Greengrass,123,Matt Damon,Action,120000000,415000000,295000000,0.0,2016,7.1
397,Jeepers Creepers II,Victor Salva,104,Nicki Aycox,Horror,17000000,35000000,18000000,0.0,2003,5.6
398,Jeepers Creepers,Victor Salva,90,Eileen Brennan,Horror,10000000,59000000,49000000,0.0,2001,6.1
399,Jersey Girl,Kevin Smith,102,Stephen Root,Comedy,35000000,40000000,5000000,0.0,2004,6.2
400,Joe Somebody,John Pasquin,98,Jim Belushi,Comedy,38000000,22000000,-16000000,0.0,2001,5.5
401,John Carter,Andrew Stanton,132,Daryl Sabara,Action,263700000,284000000,20300000,0.0,2012,6.6
402,Johnny English Reborn,Oliver Parker,101,Daniel Kaluuya,Action,45000000,160000000,115000000,0.0,2011,6.3
403,Johnny English,Peter Howitt,87,Kevin McNally,Action,35000000,160000000,125000000,0.0,2003,6.1
404,Jonah Hex,Jimmy Hayward,81,Michael Fassbender,Action,47000000,11000000,-36000000,0.0,2010,4.7
405,Journey 2: The Mysterious Island,Brad Peyton,94,Josh Hutcherson,Action,79000000,335000000,256000000,0.0,2012,5.8
406,Journey to the Center of the Earth,Eric Brevig,93,Josh Hutcherson,Action,45000000,242000000,197000000,0.0,2008,5.8
407,Jumper,Doug Liman,88,Kristen Stewart,Action,85000000,222000000,137000000,0.0,2008,6.1
408,Jupiter Ascending,Lana Wachowski,127,Channing Tatum,Action,176000000,184000000,8000000,0.0,2015,5.4
409,Jurassic Park III,Joe Johnston,92,Michael Jeter,Action,93000000,368000000,275000000,0.0,2001,5.9
410,Jurassic World,Colin Trevorrow,124,Bryce Dallas Howard,Action,150000000,1670000000,1520000000,0.0,2015,7.0
411,Just Go with It,Dennis Dugan,117,Adam Sandler,Comedy,80000000,215000000,135000000,0.0,2011,6.4
412,Just Like Heaven,Mark Waters,95,Jon Heder,Comedy,58000000,102000000,44000000,0.0,2005,6.7
413,Just Visiting,Jean-Marie Poiré,84,Bridgette Wilson-Sampras,Comedy,40000000,16000000,-24000000,0.0,2001,5.8
414,K-19: The Widowmaker,Kathryn Bigelow,138,Liam Neeson,Drama,100000000,66000000,-34000000,0.0,2002,6.7
415,Kangaroo Jack,David McNally,89,Estella Warren,Action,60000000,80000000,20000000,0.0,2003,4.4
416,Kate & Leopold,James Mangold,123,Hugh Jackman,Comedy,48000000,76000000,28000000,0.0,2001,6.4
417,Khumba,Anthony Silverston,85,Liam Neeson,Animation,20000000,28000000,8000000,0.0,2013,5.8
418,Kicking & Screaming,Jesse Dylan,95,Josh Hutcherson,Comedy,45000000,56000000,11000000,0.0,2005,5.6
419,Killer Elite,Gary McKendry,116,Jason Statham,Action,35000000,57000000,22000000,0.0,2011,6.5
420,Killer Joe,William Friedkin,98,Matthew McConaughey,Crime,11000000,3200000,-7800000,0.0,2011,6.7
421,Killers,Robert Luketic,100,Tom Selleck,Action,75000000,98000000,23000000,0.0,2010,5.4
422,Killing Them Softly,Andrew Dominik,97,Brad Pitt,Crime,15000000,37000000,22000000,0.0,2012,6.2
423,Knight and Day,James Mangold,117,Tom Cruise,Action,117000000,262000000,145000000,0.0,2010,6.3
424,Knowing,Alex Proyas,121,Nicolas Cage,Drama,50000000,186000000,136000000,0.0,2009,6.2
425,K-PAX,Iain Softley,120,Kevin Spacey,Drama,48000000,65000000,17000000,0.0,2001,7.4
426,Kung Fu Panda 3,Alessandro Carloni,95,J.K. Simmons,Action,145000000,521000000,376000000,0.0,2016,7.2
427,Ladder 49,Jay Russell,115,Billy Burke,Action,55000000,119000000,64000000,0.0,2004,6.5
428,Lady in the Water,M. Night Shyamalan,110,Bryce Dallas Howard,Drama,70000000,72000000,2000000,0.0,2006,5.6
429,Land of the Lost,Brad Silberling,102,Will Ferrell,Adventure,100000000,69000000,-31000000,0.0,2009,5.4
430,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,117,Gerard Butler,Action,95000000,160000000,65000000,0.0,2003,5.5
431,Lara Croft: Tomb Raider,Simon West,100,Angelina Jolie,Action,115000000,275000000,160000000,0.0,2001,5.7
432,Larry Crowne,Tom Hanks,98,Tom Hanks,Comedy,30000000,78000000,48000000,0.0,2011,6.1
433,Last Holiday,Wayne Wang,112,LL Cool J,Adventure,45000000,70000000,25000000,0.0,2006,6.4
434,Law Abiding Citizen,F. Gary Gray,118,Gerard Butler,Crime,50000000,127000000,77000000,0.0,2009,7.4
435,Leap Year,Anand Tucker,100,Adam Scott,Comedy,19000000,60000000,41000000,0.0,2010,6.4
436,Leatherheads,George Clooney,114,Robert Baker,Comedy,58000000,44000000,-14000000,0.0,2008,6.0
437,Lee Daniels' The Butler,Lee Daniels,132,Alex Pettyfer,Biography,30000000,176000000,146000000,0.0,2013,7.2
438,Left Behind,Vic Armstrong,110,Nicolas Cage,Action,16000000,19000000,3000000,0.0,2014,3.1
439,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,101,Abbie Cornish,Action,80000000,140000000,60000000,0.0,2010,7.0
440,Legends of Oz: Dorothy's Return,Will Finn,88,Lea Michele,Animation,70000000,19000000,-51000000,0.0,2013,5.6
441,Letters to Juliet,Gary Winick,105,Vanessa Redgrave,Comedy,30000000,80500000,50500000,0.0,2010,6.5
442,License to Wed,Ken Kwapis,91,Robin Williams,Comedy,35000000,68000000,33000000,0.0,2007,5.3
443,Life or Something Like It,Stephen Herek,103,Angelina Jolie,Comedy,40000000,38500000,-1500000,0.0,2002,5.8
444,Like Mike,John Schultz,99,Brenda Song,Comedy,30000000,62000000,32000000,0.0,2002,5.1
445,Lions for Lambs,Robert Redford,92,Meryl Streep,Thriller,35000000,63000000,28000000,0.0,2007,6.2
446,Little Big Top,Ward Roberts,83,Sid Haig,Comedy,240000,1000000,760000,0.0,2006,6.5
447,Little Black Book,Nick Hurran,105,Holly Hunter,Comedy,35000000,13000000,-22000000,0.0,2004,5.2
448,Little Boy,Alejandro Monteverde,106,Tom Wilkinson,Drama,20000000,35000000,15000000,0.0,2015,7.4
449,Little Fockers,Paul Weitz,98,Robert De Niro,Comedy,100000000,310000000,210000000,0.0,2010,5.5
450,Little Nicky,Steven Brill,90,Adam Sandler,Comedy,80000000,58000000,-22000000,0.0,2000,5.3
451,Littleman,Keenen Ivory Wayans,98,Chazz Palminteri,Comedy,64000000,58000000,-6000000,0.0,2006,4.3
452,Live Free or Die Hard,Len Wiseman,129,Bruce Willis,Action,110000000,388000000,278000000,0.0,2007,7.2
453,London Has Fallen,Babak Najafi,99,Gerard Butler,Action,60000000,205000000,145000000,0.0,2016,5.9
454,Looney Tunes: Back in Action,Joe Dante,91,Brendan Fraser,Animation,80000000,70000000,-10000000,0.0,2003,5.7
